,Age,Sex,Race,Marital status?,Education,Employement,Incomes,How many books did you read during last 12months?,Read any printed books during last 12months?,Read any audiobooks during last 12months?,Read any e-books during last 12months?,"Last book you read, you…",Do you happen to read any daily news or newspapers?,Do you happen to read any magazines or journals?
2534,27,Male,Black or African-American,Never been married,High school graduate,Employed part-time,"9$100,000 to under $150,000",0,,,,,No,No
2535,27,Male,Black or African-American,Never been married,High school graduate,Employed full-time,"Less than $10,000",0,,,,,Yes,No
2536,27,Female,Black or African-American,Married,High school incomplete,Not employed for pay,"$10,000 to under $20,000",0,,,,,No,No
2537,23,Female,Black or African-American,Never been married,High school graduate,Employed full-time,"9$100,000 to under $150,000",0,,,,,No,No
2538,23,Male,Black or African-American,Married,"Some college, no 4-year degree",Employed full-time,"$10,000 to under $20,000",0,,,,,Yes,No
2539,20,Male,Black or African-American,Never been married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",0,,,,,Yes,Yes
2540,17,Male,Black or African-American,Never been married,High school incomplete,Not employed for pay,"9$100,000 to under $150,000",0,,,,,No,No
2541,17,Male,Black or African-American,Never been married,High school incomplete,Employed part-time,"$10,000 to under $20,000",0,,,,,No,No
2543,92,Female,White,Widowed,High school graduate,Retired,"$10,000 to under $20,000",0,,,,,Yes,Yes
2544,91,Female,White,Married,High school graduate,Retired,Refused,0,,,,,Yes,Yes
2545,90,Female,White,Widowed,High school graduate,Retired,"9$100,000 to under $150,000",0,,,,,Yes,No
2546,88,Male,White,Married,"Some college, no 4-year degree",Retired,"$75,000 to under $100,000",0,,,,,No,No
2547,88,Male,White,Widowed,"Some college, no 4-year degree",Employed full-time,Refused,0,,,,,Yes,Yes
2548,87,Male,White,Married,High school graduate,Retired,Refused,0,,,,,Yes,No
2549,85,Female,White,Widowed,High school graduate,Retired,"$30,000 to under $40,000",0,,,,,Yes,Yes
2550,84,Female,White,Widowed,"Some college, no 4-year degree",Retired,"$20,000 to under $30,000",0,,,,,Yes,No
2551,84,Female,White,Married,"Some college, no 4-year degree",Retired,"9$100,000 to under $150,000",0,,,,,Yes,Yes
2552,84,Female,White,Widowed,High school graduate,Retired,"$30,000 to under $40,000",0,,,,,Yes,No
2553,84,Female,White,Widowed,"Some college, no 4-year degree",Retired,Refused,0,,,,,No,No
2555,83,Male,White,Married,High school incomplete,Retired,Refused,0,,,,,No,No
2556,83,Female,White,Widowed,High school graduate,Retired,Refused,0,,,,,Yes,No
2557,83,Male,White,Single,High school graduate,Retired,"$10,000 to under $20,000",0,,,,,Yes,No
2558,82,Female,White,Divorced,High school graduate,Retired,"Less than $10,000",0,,,,,No,No
2559,82,Male,White,Married,"Some college, no 4-year degree",Retired,"$30,000 to under $40,000",0,,,,,Yes,Yes
2561,82,Male,White,Don’t know,High school graduate,Retired,Refused,0,,,,,Yes,No
2562,82,Female,White,Widowed,High school graduate,Retired,"9$100,000 to under $150,000",0,,,,,No,Yes
2563,82,Female,White,Widowed,High school graduate,Retired,Refused,0,,,,,Yes,Yes
2564,81,Female,White,Divorced,High school graduate,Retired,"Less than $10,000",0,,,,,Yes,Yes
2565,81,Male,White,Married,High school graduate,Employed part-time,Refused,0,,,,,Yes,No
2566,80,Female,White,Married,High school graduate,Retired,"9$100,000 to under $150,000",0,,,,,No,No
2568,80,Female,White,Widowed,High school graduate,Retired,"9$100,000 to under $150,000",0,,,,,Yes,No
2573,78,Male,White,Widowed,High school graduate,Retired,"$30,000 to under $40,000",0,,,,,Yes,No
2574,78,Female,White,Widowed,High school graduate,Retired,"$10,000 to under $20,000",0,,,,,Yes,No
2575,78,Male,White,Married,"Some college, no 4-year degree",Retired,"$30,000 to under $40,000",0,,,,,Yes,No
2576,77,Female,White,Married,High school graduate,Retired,"$20,000 to under $30,000",0,,,,,Yes,No
2577,77,Female,White,Widowed,High school graduate,Retired,"$10,000 to under $20,000",0,,,,,Yes,No
2578,76,Male,White,Divorced,High school graduate,Retired,"$20,000 to under $30,000",0,,,,,Yes,No
2579,76,Female,White,Married,High school incomplete,Retired,"$10,000 to under $20,000",0,,,,,Yes,No
2581,75,Female,White,Widowed,High school graduate,Retired,Refused,0,,,,,Yes,Yes
2582,75,Female,White,Divorced,High school incomplete,Retired,"9$100,000 to under $150,000",0,,,,,No,No
2583,75,Female,White,Widowed,High school graduate,Retired,Refused,0,,,,,No,No
2585,74,Male,White,Widowed,High school incomplete,Retired,"$10,000 to under $20,000",0,,,,,Yes,No
2586,74,Male,White,Divorced,High school graduate,Retired,"$20,000 to under $30,000",0,,,,,No,No
2587,73,Female,White,Married,High school graduate,Retired,"$10,000 to under $20,000",0,,,,,Yes,No
2588,72,Female,White,Never been married,"Some college, no 4-year degree",Retired,Refused,0,,,,,Yes,No
2591,72,Female,White,Married,High school graduate,Retired,"9$100,000 to under $150,000",0,,,,,Yes,No
2592,71,Female,White,Widowed,High school graduate,Retired,Refused,0,,,,,No,No
2593,71,Female,White,Divorced,High school incomplete,Retired,"$10,000 to under $20,000",0,,,,,Yes,No
2595,71,Male,White,Married,High school graduate,Retired,"$30,000 to under $40,000",0,,,,,Yes,No
2596,71,Male,White,Married,"Some college, no 4-year degree",Retired,"$20,000 to under $30,000",0,,,,,Yes,Yes
2598,70,Male,White,Married,High school graduate,Retired,"$40,000 to under $50,000",0,,,,,Yes,No
2601,70,Female,White,Married,High school graduate,Retired,"9$100,000 to under $150,000",0,,,,,No,No
2603,69,Female,White,Never been married,High school incomplete,Not employed for pay,"Less than $10,000",0,,,,,No,No
2605,69,Male,White,Married,"Some college, no 4-year degree",Retired,"$40,000 to under $50,000",0,,,,,No,No
2606,69,Male,White,Widowed,High school incomplete,Retired,"$20,000 to under $30,000",0,,,,,No,No
2607,69,Female,White,Married,"Some college, no 4-year degree",Retired,Refused,0,,,,,Yes,No
2609,68,Female,White,Widowed,High school graduate,Retired,"$20,000 to under $30,000",0,,,,,No,No
2610,68,Female,White,Widowed,High school graduate,Retired,"$10,000 to under $20,000",0,,,,,Yes,No
2611,68,Male,White,Married,"Some college, no 4-year degree",Retired,Refused,0,,,,,Yes,No
2612,68,Female,White,Married,High school graduate,Retired,"$100,000 to under $150,000",0,,,,,No,No
2613,68,Male,White,Separated,High school graduate,Retired,"$10,000 to under $20,000",0,,,,,No,No
2614,68,Male,White,Divorced,High school graduate,Disabled,"$50,000 to under $75,000",0,,,,,Yes,No
2615,68,Female,White,Never been married,High school graduate,Not employed for pay,"Less than $10,000",0,,,,,No,No
2616,68,Female,White,Married,High school graduate,Not employed for pay,"9$100,000 to under $150,000",0,,,,,No,Yes
2617,67,Male,White,Divorced,High school graduate,Disabled,"$10,000 to under $20,000",0,,,,,No,Yes
2618,67,Female,White,Widowed,High school graduate,Retired,"$10,000 to under $20,000",0,,,,,Yes,No
2619,67,Male,White,Married,High school incomplete,Retired,"Less than $10,000",0,,,,,Yes,No
2620,67,Female,White,Widowed,High school incomplete,Not employed for pay,"Less than $10,000",0,,,,,Yes,No
2621,67,Male,White,Married,High school graduate,Retired,"$40,000 to under $50,000",0,,,,,Yes,No
2622,66,Male,White,Married,"Some college, no 4-year degree",Retired,"$20,000 to under $30,000",0,,,,,Yes,No
2623,66,Male,White,Married,High school graduate,Employed full-time,"$50,000 to under $75,000",0,,,,,Yes,No
2624,66,Female,White,Widowed,High school graduate,Retired,Refused,0,,,,,Yes,Yes
2625,65,Female,White,Married,"Some college, no 4-year degree",Retired,"$30,000 to under $40,000",0,,,,,Yes,Yes
2626,65,Female,White,Married,High school graduate,Retired,Refused,0,,,,,Yes,No
2627,65,Male,White,Single,High school incomplete,Retired,"Less than $10,000",0,,,,,No,No
2628,65,Female,White,Married,"Some college, no 4-year degree",Retired,Refused,0,,,,,Yes,Yes
2629,65,Female,White,Married,High school graduate,Not employed for pay,"$50,000 to under $75,000",0,,,,,Yes,No
2630,65,Female,White,Married,High school incomplete,Not employed for pay,"Less than $10,000",0,,,,,No,No
2631,65,Male,White,Married,High school graduate,Employed full-time,"$20,000 to under $30,000",0,,,,,Yes,Yes
2632,65,Female,White,Married,High school incomplete,Retired,"$10,000 to under $20,000",0,,,,,Yes,No
2633,65,Male,White,Married,High school graduate,Not employed for pay,"$50,000 to under $75,000",0,,,,,Yes,Yes
2634,64,Female,White,Married,High school graduate,Retired,"$75,000 to under $100,000",0,,,,,No,No
2636,64,Male,White,Married,"Some college, no 4-year degree",Retired,"$10,000 to under $20,000",0,,,,,No,No
2637,63,Male,White,Widowed,High school graduate,Disabled,"$20,000 to under $30,000",0,,,,,No,No
2638,63,Male,White,Married,High school incomplete,Retired,"$20,000 to under $30,000",0,,,,,Yes,Yes
2639,63,Male,White,Widowed,High school graduate,Employed full-time,"$40,000 to under $50,000",0,,,,,No,No
2640,63,Male,White,Married,High school graduate,Retired,"$75,000 to under $100,000",0,,,,,Yes,Yes
2644,62,Male,White,Married,High school graduate,Retired,"$30,000 to under $40,000",0,,,,,No,No
2646,61,Female,White,Married,High school incomplete,Not employed for pay,"9$100,000 to under $150,000",0,,,,,No,No
2649,61,Male,White,Married,High school graduate,Retired,Refused,0,,,,,Yes,Yes
2650,61,Male,White,Married,High school incomplete,Employed full-time,"$30,000 to under $40,000",0,,,,,No,No
2651,61,Female,White,Divorced,"Some college, no 4-year degree",Employed full-time,"$20,000 to under $30,000",0,,,,,Yes,Yes
2652,61,Male,White,Married,High school graduate,Employed full-time,"$50,000 to under $75,000",0,,,,,Yes,No
2653,60,Female,White,Never been married,High school graduate,Employed full-time,"$40,000 to under $50,000",0,,,,,Yes,Yes
2654,60,Male,White,Divorced,High school graduate,Employed full-time,"$40,000 to under $50,000",0,,,,,Yes,No
2655,60,Male,White,Married,High school graduate,Employed full-time,"$30,000 to under $40,000",0,,,,,No,No
2656,60,Male,White,Married,"Some college, no 4-year degree",Not employed for pay,Refused,0,,,,,Yes,Yes
2657,60,Female,White,Divorced,High school graduate,Not employed for pay,"$20,000 to under $30,000",0,,,,,Yes,No
2659,60,Male,White,Married,High school incomplete,Employed part-time,"$10,000 to under $20,000",0,,,,,No,No
2660,59,Male,White,Married,High school graduate,Disabled,"$40,000 to under $50,000",0,,,,,Yes,No
2661,59,Male,White,Married,"Some college, no 4-year degree",Disabled,"9$100,000 to under $150,000",0,,,,,No,Yes
2662,59,Male,White,Married,High school graduate,Employed full-time,"$50,000 to under $75,000",0,,,,,No,No
2664,58,Male,White,Divorced,High school incomplete,Employed full-time,"$30,000 to under $40,000",0,,,,,No,No
2666,58,Female,White,Married,High school graduate,Employed part-time,"9$100,000 to under $150,000",0,,,,,Yes,Yes
2667,58,Male,White,Married,"Some college, no 4-year degree",Retired,"$75,000 to under $100,000",0,,,,,Yes,Yes
2668,58,Male,White,Married,High school graduate,Employed full-time,"$50,000 to under $75,000",0,,,,,Yes,No
2669,57,Female,White,Married,High school graduate,Employed full-time,"$20,000 to under $30,000",0,,,,,No,No
2670,57,Male,White,Divorced,High school graduate,Retired,"$30,000 to under $40,000",0,,,,,Yes,Yes
2671,57,Female,White,Separated,High school incomplete,Not employed for pay,"Less than $10,000",0,,,,,Yes,No
2672,57,Female,White,Married,High school graduate,Not employed for pay,"$50,000 to under $75,000",0,,,,,No,No
2673,57,Male,White,Married,High school graduate,Employed full-time,"$50,000 to under $75,000",0,,,,,Yes,Yes
2674,57,Male,White,Widowed,High school incomplete,Retired,"$10,000 to under $20,000",0,,,,,No,No
2675,57,Male,White,Married,"Some college, no 4-year degree",Employed part-time,"$50,000 to under $75,000",0,,,,,Yes,Yes
2676,56,Female,White,Married,High school incomplete,Not employed for pay,Refused,0,,,,,No,No
2677,56,Female,White,Married,High school graduate,Not employed for pay,"$10,000 to under $20,000",0,,,,,No,No
2678,56,Female,White,Married,High school incomplete,Employed full-time,"$50,000 to under $75,000",0,,,,,Yes,No
2679,56,Male,White,Divorced,High school incomplete,Disabled,"Less than $10,000",0,,,,,Yes,No
2680,55,Female,White,Married,"Some college, no 4-year degree",Retired,"$75,000 to under $100,000",0,,,,,No,No
2681,55,Male,White,Divorced,High school graduate,Employed full-time,"$40,000 to under $50,000",0,,,,,Yes,No
2683,55,Female,White,Widowed,High school graduate,Disabled,"$20,000 to under $30,000",0,,,,,No,No
2684,55,Female,White,Living with a partner,High school graduate,Employed part-time,"Less than $10,000",0,,,,,Yes,Yes
2685,55,Male,White,Married,High school graduate,Employed full-time,"$100,000 to under $150,000",0,,,,,No,No
2686,54,Male,White,Never been married,"Some college, no 4-year degree",Retired,"$30,000 to under $40,000",0,,,,,No,No
2687,54,Male,White,Divorced,High school graduate,Employed full-time,"$30,000 to under $40,000",0,,,,,Yes,No
2688,54,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",0,,,,,Yes,No
2690,54,Female,White,Married,"Some college, no 4-year degree",Not employed for pay,Refused,0,,,,,Yes,Yes
2691,54,Male,White,Single,High school incomplete,Other,"9$100,000 to under $150,000",0,,,,,No,No
2694,53,Male,White,Married,High school graduate,Employed full-time,"$100,000 to under $150,000",0,,,,,No,No
2695,53,Male,White,Married,High school graduate,Have own business/self-employed,"$50,000 to under $75,000",0,,,,,Yes,No
2698,53,Male,White,Married,High school graduate,Have own business/self-employed,"Less than $10,000",0,,,,,Yes,Yes
2699,53,Female,White,Married,High school graduate,Employed full-time,"$100,000 to under $150,000",0,,,,,Yes,No
2700,52,Female,White,Divorced,High school graduate,Employed part-time,"$20,000 to under $30,000",0,,,,,No,No
